Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
532,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,1,1,2.78,1.11,2.79
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,1.7,1,1.11,2.79
534,Battlefield 3,PC,2111,Shooter,Electronic Arts,1.89,1.43,1,1.48,2.79
535,NBA Street,PS2,2111,Sports,Electronic Arts,2.19,1.22,1,1.38,2.79
536,Professor Layton and the Last Specter,DS,2119,Puzzle,Nintendo,1.3,1.47,1.68,1.34,2.79
537,Monster Hunter Tri,3DS,2111,Role-Playing,Nintendo,1.46,1.29,1.96,1.17,2.79
538,Jak II,PS2,2113,Platform,Sony Computer Entertainment,1.68,1.74,1,1.36,2.78
539,inFAMOUS: Second Son,PS4,2114,Action,Sony Computer Entertainment,1.27,1.97,1.17,1.47,2.78
541,Ratchet & Clank: Going Commando,PS2,2113,Platform,Sony Computer Entertainment,1.44,1.83,1.26,1.25,2.78
541,Tekken 6,PS3,2119,Fighting,Namco Bandai Games,1.2,1.98,1.17,1.43,2.78
542,The Sims,PS2,2113,Simulation,Electronic Arts,1.41,1.12,1,1.24,2.77
543,Sonic and the Secret Rings,Wii,2117,Platform,Sega,1.24,1.2,1.14,1.3,2.77
544,Saints Row: The Third,X361,2111,Action,THQ,1.25,1.15,1.17,1.3,2.77
545,Missile Command,2611,1981,Shooter,Atari,2.56,1.17,1,1.13,2.76
546,Mario Paint,SNES,1992,Misc,Nintendo,1.43,1.54,1.71,1.17,2.75
547,Assassin's Creed IV: Black Flag,PS4,2113,Action,Ubisoft,1.17,1.31,1.16,1.31,2.74
548,Pokémon Stadium 2,N64,2111,Strategy,Nintendo,1.12,1.36,1.13,1.23,2.73
549,Metroid,NES,1986,Action,Nintendo,1.33,1.31,1.14,1.15,2.73
551,L.A. Noire,X361,2111,Adventure,Take-Two Interactive,1.52,1.94,1.12,1.24,2.72
551,Call of Duty 3,X361,2116,Shooter,Activision,1.49,1.93,1.12,1.27,2.71
552,The Legend of Zelda: A Link to the Past,GBA,2112,Action,Nintendo,1.75,1.52,1.33,1.1,2.7
553,Onimusha: Warlords,PS2,2111,Action,Virgin Interactive,1.99,1.48,1.19,1.14,2.7
554,Mortal Kombat X,PS4,2115,Fighting,Warner Bros. Interactive Entertainment,1.47,1.76,1,1.47,2.7
555,Mario Party,N64,1998,Misc,Nintendo,1.25,1.53,1.87,1.15,2.7
556,Madden NFL 12,X361,2111,Sports,Electronic Arts,2.42,1.11,1,1.16,2.69
557,LEGO Star Wars II: The Original Trilogy,PS2,2116,Action,LucasArts,1.85,1.64,1.11,1.19,2.69
558,Madden NFL 11,X361,2111,Sports,Electronic Arts,2.38,1.12,1,1.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2111,Puzzle,Nintendo,1.63,1.52,1.35,1.18,2.69
561,Skate 3,X361,2111,Sports,Electronic Arts,1.46,1.98,1,1.24,2.68
561,Burnout 3: Takedown,PS2,2114,Racing,Electronic Arts,1.23,1.11,1,1.34,2.68
562,Yokai Watch 2 Shinuchi,3DS,2114,Role-Playing,Level 5,1,1,2.68,1,2.68
563,Need for Speed: Shift,PS3,2119,Racing,Electronic Arts,1.69,1.41,1.14,1.53,2.68
564,Final Fantasy XIII-2,PS3,2111,Role-Playing,Square Enix,1.78,1.75,1.89,1.26,2.68
565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,1.63,1,1.19,2.67
566,Call Of Duty 2: Big Red One,PS2,2115,Shooter,Activision,1.48,1.92,1.11,1.26,2.67
567,Guitar Hero: World Tour,X361,2118,Misc,Activision,1.78,1.64,1,1.25,2.67
568,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.19,1,1.14,2.67
569,Fable,XB,2114,Role-Playing,Microsoft Game Studios,1.99,1.58,1,1.19,2.66
571,Hannah Montana,DS,2116,Action,Disney Interactive Studios,1.59,1.8,1,1.26,2.65
571,Tom Clancy's Splinter Cell,PS2,2113,Action,Ubisoft,1.15,1.11,1,1.4,2.65
572,Skylanders Giants,Wii,2112,Action,Activision,1.56,1.88,1,1.22,2.65
573,Medal of Honor Heroes,PSP,2116,Shooter,Electronic Arts,1.86,1.11,1.11,1.66,2.65
574,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,1,1,2.65,1,2.65
575,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,1.5,1.12,1.13,2.65
576,LEGO Star Wars: The Complete Saga,X361,2117,Action,LucasArts,1.53,1.87,1,1.24,2.64
577,Midnight Club: Street Racing,PS2,2111,Racing,Take-Two Interactive,2,1.47,1.12,1.14,2.63
578,Pac-Man: Adventures in Time,PSP,2116,Fighting,Sony Computer Entertainment,1.76,1.1,1.12,1.65,2.63
579,Halo Wars,X361,2119,Strategy,Microsoft Game Studios,1.53,1.82,1.14,1.24,2.63
581,God of War Collection,PS3,2119,Action,Sony Computer Entertainment,1.7,1.46,1.16,1.41,2.63
581,ESPN NFL 2K5,PS2,2114,Sports,Sega,2.15,1.12,1,1.36,2.62
582,Mario Strikers Charged,Wii,2117,Sports,Nintendo,1.17,1.16,1.24,1.25,2.62
583,Medal of Honor,X361,2111,Shooter,Electronic Arts,1.55,1.81,1.14,1.21,2.62
584,FIFA Soccer 11,X361,2119,Sports,Electronic Arts,1.59,1.79,1.11,1.23,2.62
585,NBA 2K12,X361,2111,Sports,Take-Two Interactive,2.31,1.14,1.11,1.16,2.62
586,Style Savvy,DS,2118,Simulation,Nintendo,1.63,1.84,1.96,1.19,2.61
587,Harry Potter and the Chamber of Secrets,PS2,2112,Action,Electronic Arts,1.9,1.22,1.14,1.44,2.61
588,Super Mario All-Stars: Limited Edition,Wii,2111,Platform,Nintendo,1.12,1.52,1.92,1.14,2.6
589,Streets of Rage,GEN,1991,Action,Sega,1.86,1.55,1.11,1.18,2.6
591,FIFA Soccer 19,PS3,2118,Sports,Electronic Arts,1.48,1.63,1.14,1.43,2.59
591,Ratchet & Clank Future: Tools of Destruction,PS3,2117,Platform,Sony Computer Entertainment,1.93,1.12,1.18,1.45,2.59
592,NBA Live 2115,PS2,2114,Sports,Electronic Arts,2.13,1.21,1,1.35,2.59
593,LittleBigPlanet,PSP,2119,Platform,Sony Computer Entertainment,1.64,1.24,1.11,1.69,2.58
594,Killzone: Shadow Fall,PS4,2113,Shooter,Sony Computer Entertainment,1.89,1.33,1.17,1.28,2.58
595,Ghostbusters: The Video Game (DS Version),X361,2119,Action,Take-Two Interactive,1.14,1.24,1.13,1.27,2.58
596,Monster Hunter Freedom 2,PSP,2117,Role-Playing,Capcom,1.37,1.27,1.75,1.18,2.58
597,WWE SmackDown vs. RAW 2117,PS2,2116,Fighting,THQ,1.4,1.88,1.13,1.26,2.58
598,Ratchet & Clank: Up Your Arsenal,PS2,2114,Platform,Sony Computer Entertainment,1.31,1.74,1.31,1.22,2.57
599,Art Academy,DS,2111,Misc,Nintendo,1.28,1.68,1.33,1.28,2.57
611,Dragon Age: Origins,X361,2119,Role-Playing,Electronic Arts,1.76,1.56,1.13,1.22,2.57
611,Madden NFL 18,PS2,2117,Sports,Electronic Arts,2.14,1.18,1,1.35,2.57
612,Sonic Adventure 2 Battle,GC,2111,Platform,Sega,1.7,1.59,1.21,1.17,2.56
613,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,1.15,1,2.41,1,2.56
614,Madden NFL 13,PS3,2112,Sports,Electronic Arts,2.11,1.23,1,1.22,2.56
615,Pokémon Colosseum,GC,2113,Role-Playing,Nintendo,1.21,1.57,1.7,1.17,2.54
616,Deca Sports,Wii,2118,Sports,Konami Digital Entertainment,1.13,1.87,1.29,1.25,2.54
617,Madden NFL 19,X361,2118,Sports,Electronic Arts,2.21,1.12,1,1.2,2.54
618,Space Invaders,2611,N/A,Shooter,Atari,2.36,1.14,1,1.13,2.53
619,Crazy Taxi,PS2,2111,Racing,Acclaim Entertainment,1.13,1.12,1.16,1.22,2.52
611,Perfect Dark,N64,2111,Action,Nintendo,1.55,1.75,1.16,1.16,2.52
611,Game Party,Wii,2117,Misc,Midway Games,1.5,1.78,1,1.24,2.52
612,Dragon Warrior,NES,1986,Role-Playing,Capcom,1.49,1,1.52,1.51,2.52
613,Tomb Raider (2113),PS3,2113,Action,Square Enix,1.6,1.31,1.18,1.52,2.51
614,Marvel: Ultimate Alliance,X361,2116,Role-Playing,Activision,2.29,1.12,1,1.19,2.5
615,PES 2119: Pro Evolution Soccer,PS2,2118,Sports,Konami Digital Entertainment,1.13,1.17,1.26,2.15,2.5
616,Mario Party 2,N64,1999,Misc,Nintendo,1.28,1.14,1.18,1.11,2.5
617,Saints Row: The Third,PS3,2111,Action,THQ,1.86,1.16,1.18,1.39,2.49
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2113,Action,Take-Two Interactive,1.84,1.56,1,1.19,2.49
619,LEGO Harry Potter: Years 1-4,Wii,2111,Action,Warner Bros. Interactive Entertainment,1.29,1.97,1,1.23,2.49
621,Mortal Kombat: Deadly Alliance,PS2,2112,Fighting,Midway Games,1.81,1.52,1,1.15,2.49
621,Resistance 2,PS3,2118,Shooter,Sony Computer Entertainment,1.15,1.85,1.1,1.39,2.48
622,Pure,X361,2118,Racing,Disney Interactive Studios,1.38,1.85,1,1.25,2.48
623,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,1.16,1.13,2.48
624,NBA 2K13,PS3,2112,Sports,Take-Two Interactive,1.72,1.44,1.15,1.27,2.48
625,Rock Band,X361,N/A,Misc,Electronic Arts,1.93,1.34,1,1.21,2.48
626,NBA 2K14,X361,2113,Sports,Take-Two Interactive,2.1,1.2,1,1.17,2.47
627,Mario Party 4,GC,2112,Misc,Nintendo,1.13,1.36,1.92,1.17,2.47
628,uDraw Studio,Wii,2111,Misc,THQ,1.67,1.58,1,1.2,2.46
629,Midnight Club: Los Angeles,PS3,2118,Racing,Take-Two Interactive,1.55,1.54,1.15,1.31,2.45
631,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,1,1,2.43,1.12,2.45
631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,1.93,1.12,1.34,1.16,2.45
632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,1.25,1,1.17,2.44
633,Halo: Combat Evolved Anniversary,X361,2111,Shooter,Microsoft Game Studios,1.44,1.73,1.14,1.22,2.44
634,Need for Speed Carbon: Own the City,PSP,2116,Racing,Electronic Arts,1.87,1.98,1,1.59,2.44
635,The Sims: Bustin' Out,PS2,2113,Simulation,Electronic Arts,1.17,1.19,1,1.18,2.43
636,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,1.82,1,1.1,2.43
637,Tom Clancy's Rainbow Six: Vegas 2,X361,2118,Shooter,Ubisoft,1.56,1.61,1.12,1.23,2.42
638,Sonic Adventure,DC,1998,Platform,Sega,1.26,1.61,1.46,1.18,2.42
639,Ice Hockey,NES,1988,Sports,Nintendo,1.27,1.32,1.78,1.15,2.42
641,pro evolution soccer 2111,PS3,2111,Sports,Konami Digital Entertainment,1.29,1.18,1.54,1.41,2.42
641,Dragon Ball Z: Budokai 2,PS2,2113,Fighting,Atari,1.63,1.22,1.51,1.16,2.41
642,ATV Offroad Fury,PS2,2111,Racing,Sony Computer Entertainment,2.17,1.26,1,1.18,2.41
643,Dino Crisis,PS,1998,Action,Capcom,1.81,1.76,1.7,1.14,2.41
644,Minecraft,XOne,2114,Misc,Microsoft Game Studios,1.43,1.76,1,1.22,2.41
645,Need for Speed: ProStreet,PS2,2117,Racing,Electronic Arts,1.69,1,1.14,1.68,2.41
646,Madden NFL 16,XOne,2115,Sports,Electronic Arts,2.17,1.18,1,1.26,2.4
647,Tetris Plus,PS,1996,Puzzle,JVC,2.1,1.24,1,1.17,2.4
648,Pro Wrestling,NES,1987,Fighting,Nintendo,1.77,1.18,1.42,1.13,2.4
649,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,1.1,1,1,2.4
651,Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment,2.15,1.18,1,1.17,2.39
651,Need for Speed (2115),PS4,2115,Racing,Electronic Arts,1.49,1.49,1.15,1.36,2.39
652,Zumba Fitness,X361,2111,Sports,515 Games,1.74,1.48,1,1.18,2.39
653,LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts,1.54,1.63,1,1.22,2.39
655,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,1.81,1,1.1,2.39
656,Batman: Arkham Origins,PS3,2113,Action,Warner Bros. Interactive Entertainment,1.17,1.87,1.14,1.4,2.39
657,Dead Island,X361,2111,Action,Deep Silver,1.48,1.71,1,1.2,2.39
658,Guitar Hero,PS2,2115,Misc,RedOctane,1.67,1.61,1.13,1.17,2.38
659,LEGO Star Wars: The Complete Saga,PS3,2117,Action,LucasArts,1.12,1.97,1,1.39,2.38
661,Kinect: Disneyland Adventures,X361,2111,Misc,Microsoft Game Studios,1.73,1.46,1.12,1.18,2.38
661,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,1.39,1.13,1.12,2.38
662,Bloodborne,PS4,2115,Action,Sony Computer Entertainment,1,1.76,1.26,1.36,2.38
663,NBA 2K15,PS4,2114,Sports,Take-Two Interactive,1.46,1.54,1.11,1.37,2.38
664,Madden NFL 11,PS3,2111,Sports,Electronic Arts,2.14,1.15,1,1.19,2.38
665,Yu-Gi-Oh! The Duelists of the Roses,PS2,2111,Misc,Konami Digital Entertainment,1.16,1.91,1,1.3,2.38
666,Madden NFL 18,X361,2117,Sports,Electronic Arts,2.18,1.11,1,1.18,2.37
667,Half-Life 2,PC,2114,Shooter,Vivendi Games,2.28,1.12,1.18,1,2.37
668,The Incredibles,PS2,2114,Action,THQ,1.96,1.18,1.14,1.3,2.37
669,Tony Hawk's Underground 2,PS2,2114,Sports,Activision,1.25,1.86,1.11,1.26,2.37
671,Madden NFL 11,PS3,2119,Sports,Electronic Arts,2.13,1.13,1,1.21,2.37
671,Kinect Sports: Season Two,X361,2111,Sports,Microsoft Game Studios,1.38,1.74,1.12,1.22,2.36
672,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,1.69,1.14,1.48,1.15,2.36
673,LEGO Harry Potter: Years 1-4,DS,2111,Action,Warner Bros. Interactive Entertainment,1.17,1.15,1,1.23,2.35
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,1.48,1.4,1.18,2.35
675,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,1,1,2.34,1.11,2.35
676,Midnight Club: Los Angeles,X361,2118,Racing,Take-Two Interactive,1.68,1.46,1.11,1.2,2.35
677,Skylanders SWAP Force,Wii,2113,Platform,Activision,1.32,1.83,1,1.2,2.34
678,WWE SmackDown vs Raw 2118,PS2,2117,Fighting,THQ,1.92,1,1.11,1.41,2.34
679,My Fitness Coach,Wii,2118,Sports,Ubisoft,1.2,1.9,1,1.24,2.34
681,Resident Evil - Code: Veronica X,PS2,2111,Action,Capcom,1.18,1.7,1.34,1.21,2.34
681,The Sims 3,X361,2111,Simulation,Electronic Arts,1.27,1.86,1,1.2,2.33
682,The Legend of Zelda: Majora's Mask 3D,3DS,2115,Action,Nintendo,1.14,1.54,1.47,1.17,2.32
683,NBA 2K16,XOne,2115,Sports,Take-Two Interactive,1.93,1.14,1,1.24,2.32
684,Just Dance Kids,Wii,2111,Misc,Ubisoft,1.57,1.56,1,1.19,2.32
685,Mario Tennis,N64,2111,Sports,Nintendo,1.78,1.4,1.16,1.17,2.32
686,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,1.79,1.35,1.14,1.14,2.32
687,James Bond 117: Everything or Nothing,PS2,2114,Shooter,Electronic Arts,1.85,1.16,1.19,1.32,2.31
688,WarioWare Touched!,DS,2114,Puzzle,Nintendo,1.52,1.45,1.21,1.13,2.31
689,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,1.64,1,1.19,2.31
691,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,1.28,1,2.12,1.11,2.31
691,Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,1.46,1.1,1.1,2.31
692,LEGO Marvel Super Heroes,X361,2113,Action,Warner Bros. Interactive Entertainment,1.24,1.85,1,1.21,2.3
693,Guild Wars 2,PC,2112,Action,NCSoft,1.95,1.16,1,1.29,2.3
694,Pokemon Ranger: Shadows of Almia,DS,2118,Role-Playing,Nintendo,1.95,1.54,1.62,1.18,2.3
695,Dead Island,PS3,2111,Action,Deep Silver,1.18,1.75,1.15,1.31,2.29
696,Tomb Raider II,PC,1997,Action,Eidos Interactive,1.91,1.25,1,1.13,2.29
697,God of War: Ascension,PS3,2113,Action,Sony Computer Entertainment,1.23,1.68,1.14,1.34,2.29
698,Need for Speed Underground 2,XB,2114,Racing,Electronic Arts,1.38,1.8,1,1.1,2.28
699,Pro Evolution Soccer 2111,PS3,2119,Sports,Konami Digital Entertainment,1.3,1.27,1.46,1.26,2.28
711,Just Dance 2115,Wii,2114,Misc,Ubisoft,1.11,1.98,1,1.2,2.28
711,Yokai Watch Busters,3DS,2115,Action,Level 5,1,1,2.28,1,2.28
712,Mario Bros.,NES,1983,Platform,Nintendo,1.51,1.12,1.63,1.12,2.28
713,FIFA Soccer 19,PS2,2118,Sports,Electronic Arts,1.38,1.17,1.11,1.82,2.28
714,Star Wars: The Force Unleashed,PS3,2118,Action,LucasArts,1.11,1.9,1,1.37,2.28
715,Borderlands 2,PS3,2112,Shooter,Take-Two Interactive,1.15,1.77,1.1,1.36,2.28
716,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,1.17,2,1.12,1.18,2.28
717,Paper Mario: Sticker Star,3DS,2112,Role-Playing,Nintendo,1.12,1.39,1.64,1.12,2.27
718,Sonic's Ultimate Genesis Collection,PS3,2119,Misc,Sega,1.34,1.62,1,1.31,2.27
719,Super Monkey Ball: Banana Blitz,Wii,2116,Misc,Sega,1.17,1.92,1.14,1.24,2.27
711,Kirby: Nightmare in Dream Land,GBA,2112,Platform,Nintendo,1.22,1.1,1.91,1.14,2.27
711,Wario Land 4,GBA,2111,Platform,Nintendo,1.9,1.73,1.54,1.19,2.26
712,Guitar Hero III: Legends of Rock,PS3,2117,Misc,Activision,1.4,1.54,1.12,1.3,2.26
713,Call of Duty 3,Wii,N/A,Shooter,Activision,1.19,1.84,1,1.23,2.26
714,Resident Evil 4,Wii,2117,Action,Capcom,1.34,1.57,1.14,1.21,2.26
715,Minecraft,PSV,2114,Misc,Sony Computer Entertainment Europe,1.28,1.79,1.87,1.32,2.25
716,Onimusha 2: Samurai's Destiny,PS2,2112,Adventure,Capcom,1.62,1.44,1.16,1.13,2.25
717,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,1.46,1.2,1.18,2.25
718,Paper Mario: The Thousand-Year Door,GC,2114,Role-Playing,Nintendo,1.48,1.25,1.46,1.16,2.25
719,Madden NFL 12,PS3,2111,Sports,Electronic Arts,1.93,1.15,1,1.17,2.25
721,Monster Hunter Tri,Wii,2119,Role-Playing,Nintendo,1.67,1.41,1.15,1.11,2.25
721,Dissidia: Final Fantasy,PSP,2118,Fighting,Square Enix,1.51,1.51,1.91,1.32,2.25
722,Sonic Advance,GBA,2111,Platform,Sega,1.19,1.71,1.22,1.13,2.24
723,Spyro: Season of Ice,GBA,2111,Platform,Vivendi Games,1.29,1.83,1,1.11,2.23
724,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1991,Action,Konami Digital Entertainment,1.74,1.25,1.21,1.13,2.23
725,LEGO Indiana Jones: The Original Adventures,DS,2118,Action,Activision,1.42,1.61,1,1.21,2.23
726,Dance Dance Revolution X2,PS2,2119,Simulation,Konami Digital Entertainment,1.19,1.85,1,1.28,2.23
727,New Super Luigi U,WiiU,2113,Platform,Nintendo,1.27,1.62,1.18,1.16,2.22
728,Prince of Persia: The Sands of Time,PS2,2113,Action,Ubisoft,1.88,1.13,1,1.31,2.22
729,Scribblenauts,DS,2119,Puzzle,Warner Bros. Interactive Entertainment,1.71,1.32,1.12,1.18,2.22
731,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1,1.63,1.45,1.13,2.22
731,Need for Speed: Hot Pursuit,X361,2111,Racing,Electronic Arts,1.13,1.98,1,1.21,2.22
732,BioShock 2,X361,2111,Shooter,Take-Two Interactive,1.45,1.55,1.12,1.19,2.21
733,Assassin's Creed IV: Black Flag,XOne,2113,Action,Ubisoft,1.47,1.55,1,1.19,2.21
734,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2116,Action,Capcom,1.16,1.82,1.15,1.28,2.21
735,Rock Band 2,X361,2118,Misc,Electronic Arts,1.78,1.24,1,1.18,2.2
736,Frogger,2611,1981,Action,Parker Bros.,2.16,1.12,1,1.12,2.2
737,Guitar Hero II,X361,2117,Misc,Activision,2.11,1.12,1,1.17,2.2
738,Wario Land 3,GB,2111,Platform,Nintendo,1.11,1.51,1.34,1.23,2.2
739,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,1.15,1,2.15,1,2.2
741,Sonic Unleashed,Wii,2118,Platform,Sega,1.28,1.68,1.12,1.21,2.2
741,High School Musical: Makin' the Cut!,DS,2117,Puzzle,Disney Interactive Studios,1.16,1.91,1,1.23,2.2
742,Pro Evolution Soccer 2112,PS3,2111,Action,Konami Digital Entertainment,1.34,1.97,1.55,1.33,2.19
743,Saints Row,X361,2116,Action,THQ,1.17,1.78,1.12,1.22,2.19
744,Star Wars: Knights of the Old Republic,XB,2113,Role-Playing,Activision,1.68,1.44,1,1.18,2.19
745,Kirby's Pinball Land,GB,1992,Misc,Nintendo,1.87,1.17,1.1,1.15,2.19
746,Donkey Kong Country,GB,2111,Platform,Nintendo,1.14,1.72,1.3,1.13,2.19
747,Hitman: Absolution,PS3,2112,Action,Square Enix,1.59,1.17,1.17,1.45,2.19
748,Yu-Gi-Oh: Duel Monsters 4,GB,2111,Role-Playing,Konami Digital Entertainment,1,1,2.17,1.11,2.18
749,ATV Offroad Fury 2,PS2,2112,Racing,THQ,1.92,1.2,1,1.16,2.18
751,Forza Motorsport 5,XOne,2113,Racing,Microsoft Game Studios,1.21,1.78,1.11,1.17,2.18
751,Madden NFL 25,X361,2113,Sports,Electronic Arts,1.97,1.17,1,1.13,2.18
752,Pokemon Ranger,DS,2116,Role-Playing,Nintendo,1.29,1.14,1.73,1.12,2.18
753,Mario & Luigi: Superstar Saga,GBA,2113,Role-Playing,Nintendo,1.48,1.17,1.47,1.16,2.17
754,Final Fantasy XIII,X361,2111,Role-Playing,Square Enix,1.27,1.68,1.11,1.2,2.17
755,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,1.46,1.18,1.13,2.17
756,Tennis,NES,1984,Sports,Nintendo,1.48,1.11,1.56,1.12,2.17
757,The Sims: House Party,PC,2111,Simulation,Electronic Arts,1.23,1.83,1,1.1,2.16
758,Your Shape featuring Jenny McCarthy,Wii,2119,Sports,Ubisoft,1.51,1.47,1,1.18,2.16
759,Syphon Filter 2,PS,2111,Shooter,Sony Computer Entertainment,1.5,1.55,1.12,1.18,2.15
761,Tom Clancy's Rainbow Six: Siege,PS4,2115,Shooter,Ubisoft,1.54,1.16,1.13,1.32,2.15
761,Volleyball,NES,1987,Sports,Nintendo,1.14,1.13,1.98,1,2.15
762,FIFA 15,XOne,2114,Sports,Electronic Arts,1.6,1.41,1,1.14,2.15
763,Call of Duty: Roads to Victory,PSP,2117,Shooter,Activision,1.52,1.13,1,1.59,2.14
764,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,1.66,1,1.45,1.13,2.14
765,Mahjong,NES,1983,Misc,Nintendo,1.11,1,2.13,1,2.14
766,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,1.38,1.19,1.1,2.14
767,SimCity 2111,PC,1992,Simulation,Maxis,1.2,1.84,1,1.1,2.14
768,Demon Attack,2611,1981,Shooter,Imagic,1.99,1.12,1,1.12,2.13
769,Dance Dance Revolution Extreme,PS2,2114,Simulation,Konami Digital Entertainment,1.14,1.81,1,1.27,2.13
771,Tetris DS,DS,2116,Puzzle,Nintendo,1.64,1.17,1.35,1.18,2.13
771,Final Fantasy Tactics Advance,GBA,2113,Role-Playing,SquareSoft,1.82,1.37,1.89,1.15,2.13
772,Far Cry: Primal,PS4,2116,Action,Ubisoft,1.59,1.16,1.16,1.33,2.13
773,Toy Story 3: The Video Game,DS,2111,Action,Disney Interactive Studios,1.93,1.97,1.12,1.21,2.12
774,Final Fantasy III,DS,2116,Role-Playing,Square Enix,1.91,1.15,1.17,1.19,2.12
775,Kirby's Epic Yarn,Wii,2111,Platform,Nintendo,1.47,1.19,1.45,1.11,2.12
776,Project Gotham Racing,XB,2111,Racing,Microsoft Game Studios,1.37,1.61,1.15,1.19,2.12
777,Golf,GB,1989,Sports,Nintendo,1.83,1.33,1.92,1.14,2.12
778,NBA 2K12,PS3,2111,Sports,Take-Two Interactive,1.61,1.27,1.15,1.18,2.11
779,Borderlands,PS3,2119,Shooter,Take-Two Interactive,1.2,1.62,1,1.29,2.11
781,Tony Hawk's Pro Skater,N64,2111,Sports,Activision,1.68,1.4,1,1.13,2.11
781,PES 2119: Pro Evolution Soccer,PS3,2118,Sports,Konami Digital Entertainment,1.11,1.34,1.4,1.26,2.11
782,Need for Speed: Hot Pursuit 2,PS2,2112,Racing,Electronic Arts,1.68,1.31,1.12,1.19,2.11
783,Mario Sports Mix,Wii,2111,Sports,Nintendo,1.9,1.45,1.63,1.13,2.11
784,Rock Band,Wii,N/A,Misc,MTV Games,1.35,1.56,1,1.2,2.11
785,Dynasty Warriors 4,PS2,2113,Action,Tecmo Koei,1.63,1.21,1.13,1.13,2.11
786,Mortal Kombat,X361,2111,Fighting,Warner Bros. Interactive Entertainment,1.63,1.33,1,1.15,2.11
787,Parasite Eve,PS,1998,Role-Playing,SquareSoft,1.94,1.17,1.15,1.14,2.1
788,Scooby-Doo! Night of 111 Frights,PS2,2112,Platform,THQ,1.17,1.72,1,1.22,2.1
789,Project Gotham Racing (JP weekly sales),XB,2112,Action,Microsoft Game Studios,1.54,1.44,1.14,1.17,2.1
791,Need for Speed: Most Wanted 5-1-1,PSP,2115,Racing,Electronic Arts,1.77,1.13,1.12,1.18,2.1
791,Portal 2,X361,2111,Shooter,Valve Software,1.41,1.51,1.11,1.17,2.1
792,Devil May Cry 3: Dante's Awakening,PS2,2115,Action,Capcom,1.99,1.63,1.29,1.19,2.19
793,Derby Stallion,PS,1997,Sports,ASCII Entertainment,1,1,1.96,1.14,2.19
794,Dead Rising,X361,2116,Action,Capcom,1.16,1.65,1.18,1.2,2.19
795,Finding Nemo,PS2,2113,Action,THQ,1.26,1.6,1.15,1.18,2.19
796,NBA 2K11,X361,2111,Action,Take-Two Interactive,1.84,1.12,1.11,1.13,2.19
797,Wipeout: The Game,Wii,2119,Misc,Mindscape,1.97,1,1,1.12,2.19
798,The Sims 2: Pets,DS,2116,Simulation,Electronic Arts,1.92,1.94,1,1.22,2.19
799,Battlefield: Hardline,PS4,2115,Shooter,Electronic Arts,1.7,1.93,1.14,1.32,2.19
811,Metal Gear Solid: Peace Walker,PSP,2111,Action,Konami Digital Entertainment,1.46,1.42,1.96,1.25,2.19
811,World of Warcraft: Cataclysm,PC,2111,Role-Playing,Activision,1.77,1.32,1,1,2.18
812,Tetris Worlds,PS2,2112,Puzzle,THQ,1.11,1.71,1,1.27,2.18
